inv_trans_ck,inv_ck,char_ck,val
4540,18,1,-4
4541,18,1,-3
4542,66,1,-5
4543,20,1,4
4544,28,1,3
4545,5,1,-1
4546,36,1,-3
4547,7,1,-1
4548,60,1,-1
4549,32,1,-5
4550,42,1,0
4551,42,1,2
4552,63,1,-2
4553,33,1,0
4554,11,1,4
4555,33,1,2
4556,64,1,-5
4557,5,1,-3
4558,13,1,2
4559,37,1,0
4560,38,1,1
4561,16,1,-5
4562,6,1,-1
4563,15,1,0
4564,53,1,-1
4565,24,1,-5
4566,49,1,1
4567,30,1,5
4568,33,1,-1
4569,47,1,3
4570,29,1,-5
4571,62,1,-3
4572,14,1,-2
4573,52,1,1
4574,65,1,-1
4575,49,1,0
4576,42,1,-3
4577,18,1,-3
4578,24,1,1
4579,21,1,-5
4580,58,1,1
4581,53,1,-4
4582,16,1,-3
4583,22,1,2
4584,30,1,-3
4585,50,1,0
4586,54,1,-3
4587,15,1,0
4588,58,1,3
4589,22,1,4
4590,4,1,-5
4591,36,1,4
4592,19,1,5
4593,63,1,-4
4594,29,1,5
4595,25,1,4
4596,27,1,4
4597,52,1,3
4598,50,1,2
4599,9,1,0
4600,51,1,4
4601,59,1,5
4602,66,1,3
4603,59,1,3
4604,2,1,3
4605,8,1,-3
4606,27,1,2
4607,22,1,4
4608,7,1,-1
4609,33,1,0
4610,35,1,-2
4611,38,1,0
4612,56,1,1
4613,27,1,1
4614,56,1,2
4615,47,1,5
4616,25,1,0
4617,30,1,-3
4618,21,1,-2
4619,22,1,-3
4620,32,1,-5
4621,61,1,-3
4622,38,1,0
4623,22,1,-5
4624,16,1,-5
4625,53,1,-1
4626,45,1,-4
4627,11,1,-1
4628,6,1,5
4629,30,1,5
4630,59,1,-1
4631,56,1,4
4632,48,1,0
4633,35,1,0
4634,54,1,-4
4635,61,1,5
4636,21,1,3
4637,58,1,4
4638,24,1,2
4639,53,1,-5
4640,1,1,3
4641,38,1,1
4642,12,1,-1
4643,33,1,-4
4644,6,1,-5
4645,41,1,3
4646,45,1,-4
4647,60,1,-5
4648,23,1,-3
4649,32,1,4
4650,32,1,4
4651,2,1,3
4652,16,1,2
4653,35,1,-4
4654,37,1,-5
4655,36,1,-2
4656,23,1,5
4657,23,1,3
4658,19,1,-1
4659,21,1,2
4660,54,1,-3
4661,57,1,5
4662,31,1,3
4663,4,1,-5
4664,47,1,-1
4665,3,1,3
4666,26,1,1
4667,56,1,-3
4668,12,1,-1
4669,14,1,0
4670,21,1,0
4671,48,1,0
4672,16,1,1
4673,54,1,5
4674,1,1,0
4675,59,1,0
4676,48,1,2
4677,44,1,-2
4678,37,1,1
4679,59,1,5
4680,48,1,4
4681,13,1,-5
4682,53,1,-2
4683,10,1,2
4684,8,1,5
4685,45,1,4
4686,58,1,4
4687,9,1,-1
4688,8,1,2
4689,12,1,-2
4690,46,1,1
4691,29,1,4
4692,25,1,0
4693,44,1,2
4694,12,1,-2
4695,64,1,-5
4696,19,1,2
4697,20,1,3
4698,36,1,3
4699,27,1,4
4700,23,1,-4
4701,62,1,-2
4702,24,1,5
4703,8,1,3
4704,15,1,-5
4705,60,1,-1
4706,18,1,3
4707,37,1,4
4708,55,1,1
4709,22,1,-3
4710,5,1,2
4711,62,1,0
4712,60,1,-5
4713,18,1,-1
4714,41,1,0
4715,14,1,2
4716,14,1,3
4717,56,1,2
4718,37,1,-3
4719,5,1,2
4720,51,1,1
4721,19,1,5
4722,29,1,-1
4723,23,1,3
4724,24,1,-1
4725,45,1,-5
4726,44,1,-1
4727,62,1,1
4728,50,1,-5
4729,4,1,-1
4730,66,1,-2
4731,3,1,-4
4732,49,1,1
4733,55,1,2
4734,41,1,4
4735,1,1,-2
4736,20,1,-3
4737,35,1,1
4738,64,1,3
4739,19,1,-5
4740,35,1,-4
4741,38,1,3
4742,20,1,-2
4743,25,1,-3
4744,15,1,4
4745,27,1,4
4746,42,1,2
4747,39,1,-2
4748,23,1,4
4749,57,1,-3
4750,18,1,4
4751,14,1,-1
4752,9,1,-2
4753,58,1,4
4754,45,1,0
4755,26,1,5
4756,66,1,1
4757,64,1,0
4758,58,1,-2
4759,54,1,2
4760,24,1,4
4761,50,1,3
4762,35,1,2
4763,65,1,5
4764,38,1,2
4765,45,1,-4
4766,54,1,5
4767,32,1,3
4768,30,1,-4
4769,4,1,-2
4770,34,1,4
4771,15,1,1
4772,33,1,-2
4773,23,1,0
4774,8,1,0
4775,65,1,5
4776,61,1,3
4777,18,1,-4
4778,46,1,3
4779,34,1,-5
4780,47,1,2
4781,40,1,-2
4782,41,1,1
4783,49,1,5
4784,32,1,3
4785,36,1,-2
4786,30,1,-5
4787,11,1,-4
4788,60,1,-4
4789,50,1,5
4790,64,1,0
4791,45,1,2
4792,9,1,3
4793,31,1,-1
4794,8,1,-2
4795,4,1,0
4796,18,1,3
4797,15,1,3
4798,32,1,-3
4799,44,1,3
4800,34,1,-1
4801,18,1,-4
4802,52,1,0
4803,13,1,-4
4804,47,1,0
4805,11,1,2
4806,2,1,-2
4807,31,1,-2
4808,15,1,-2
4809,46,1,4
4810,9,1,-4
4811,5,1,-2
4812,66,1,-4
4813,54,1,4
4814,31,1,-5
4815,39,1,4
4816,38,1,-5
4817,17,1,4
4818,17,1,-5
4819,20,1,1
4820,65,1,4
4821,16,1,2
4822,65,1,1
4823,48,1,-1
4824,3,1,0
4825,23,1,-5
4826,44,1,-2
4827,10,1,1
4828,50,1,-4
4829,62,1,0
4830,65,1,2
4831,55,1,0
4832,28,1,0
4833,49,1,-1
4834,59,1,0
4835,13,1,-2
4836,47,1,-2
4837,30,1,3
4838,10,1,3
4839,49,1,2
4840,60,1,0
4841,31,1,5
4842,43,1,0
4843,26,1,1
4844,33,1,3
4845,37,1,-1
4846,57,1,1
4847,51,1,-4
4848,8,1,-3
4849,26,1,5
4850,46,1,2
4851,59,1,3
4852,29,1,-2
4853,33,1,-1
4854,50,1,-1
4855,9,1,-1
4856,57,1,3
4857,28,1,0
4858,50,1,-3
4859,2,1,3
4860,5,1,4
4861,61,1,-4
4862,60,1,-5
4863,10,1,0
4864,20,1,3
4865,58,1,2
4866,36,1,5
4867,4,1,-5
4868,23,1,4
4869,42,1,-4
4870,44,1,2
4871,41,1,-5
4872,25,1,4
4873,13,1,1
4874,25,1,-4
4875,27,1,2
4876,49,1,3
4877,52,1,-4
4878,22,1,4
4879,54,1,3
4880,65,1,0
4881,11,1,3
4882,39,1,-5
4883,36,1,2
4884,29,1,-1
4885,20,1,1
4886,24,1,4
4887,16,1,-3
4888,64,1,1
4889,24,1,1
4890,48,1,0
4891,13,1,-2
4892,12,1,-4
4893,66,1,0
4894,26,1,-3
4895,19,1,-1
4896,42,1,1
4897,55,1,4
4898,25,1,1
4899,9,1,-2
4900,37,1,3
4901,15,1,5
4902,30,1,-1
4903,57,1,1
4904,65,1,0
4905,51,1,-5
4906,63,1,-5
4907,18,1,-1
4908,18,1,-5
4909,41,1,0
4910,25,1,3
4911,44,1,-2
4912,18,1,-1
4913,5,1,3
4914,41,1,-5
4915,24,1,5
4916,24,1,-1
4917,43,1,-1
4918,57,1,0
4919,43,1,-5
4920,8,1,2
4921,50,1,3
4922,50,1,1
4923,19,1,-1
4924,62,1,3
4925,40,1,5
4926,61,1,0
4927,65,1,-4
4928,15,1,-3
4929,52,1,-1
4930,31,1,-3
4931,41,1,3
4932,14,1,2
4933,41,1,5
4934,57,1,-4
4935,7,1,3
4936,44,1,-5
4937,6,1,2
4938,5,1,1
4939,15,1,-2
4940,66,1,4
4941,57,1,-2
4942,56,1,-3
4943,50,1,4
4944,52,1,1
4945,29,1,0
4946,31,1,1
4947,14,1,-1
4948,16,1,-4
4949,13,1,4
4950,59,1,-5
4951,63,1,0
4952,30,1,-2
4953,55,1,2
4954,1,1,-1
4955,2,1,-2
4956,20,1,2
4957,36,1,1
4958,1,1,3
4959,64,1,5
4960,4,1,5
4961,2,1,5
4962,61,1,-3
4963,15,1,2
4964,42,1,-3
4965,54,1,4
4966,66,1,-5
4967,42,1,-5
4968,3,1,2
4969,1,1,-4
4970,14,1,-4
4971,24,1,-1
4972,19,1,0
4973,25,1,-3
4974,11,1,-2
4975,25,1,-4
4976,14,1,3
4977,58,1,4
4978,33,1,-1
4979,12,1,1
4980,59,1,0
4981,32,1,0
4982,1,1,3
4983,19,1,0
4984,7,1,5
4985,42,1,2
4986,13,1,5
4987,15,1,3
4988,39,1,-5
4989,46,1,1
4990,55,1,2
4991,3,1,-4
4992,33,1,4
4993,5,1,0
4994,20,1,-2
4995,30,1,1
4996,17,1,-5
4997,11,1,-3
4998,24,1,-1
4999,35,1,0
5000,60,1,-2
5001,57,1,2
5002,22,1,3
5003,63,1,-4
5004,30,1,-3
5005,46,1,5
5006,66,1,-2
5007,27,1,-4
5008,51,1,-2
5009,6,1,5
5010,2,1,-1
5011,49,1,1
5012,36,1,5
5013,17,1,1
5014,20,1,0
5015,44,1,4
5016,66,1,4
5017,10,1,1
5018,48,1,-2
5019,56,1,-5
5020,6,1,-3
5021,62,1,-4
5022,2,1,-4
5023,27,1,0
5024,20,1,0
5025,53,1,-3
5026,15,1,3
5027,1,1,3
5028,2,1,-5
5029,63,1,-1
5030,63,1,3
5031,38,1,-1
5032,56,1,-1
5033,49,1,-3
5034,38,1,4
5035,58,1,-5
5036,53,1,-2
5037,21,1,4
5038,55,1,3
5039,66,1,0
5040,17,1,2
5041,61,1,-1
5042,10,1,-5
5043,62,1,-4
5044,65,1,2
5045,12,1,4
5046,37,1,1
5047,40,1,4
5048,51,1,4
5049,32,1,-2
5050,17,1,-2
5051,6,1,3
5052,41,1,-1
5053,32,1,-5
5054,32,1,5
5055,51,1,0
5056,25,1,-2
5057,40,1,-1
5058,34,1,-3
5059,17,1,1
5060,12,1,1
5061,61,1,-5
5062,12,1,-5
5063,25,1,-1
5064,36,1,0
5065,13,1,5
5066,16,1,-3
5067,54,1,-3
5068,6,1,-2
5069,47,1,-3
5070,29,1,-5
5071,63,1,2
5072,24,1,-3
5073,29,1,-2
5074,21,1,-3
5075,60,1,0
5076,10,1,-5
5077,47,1,-2
5078,60,1,1
5079,3,1,-4
5080,34,1,-5
5081,60,1,0
5082,33,1,4
5083,32,1,3
5084,22,1,-5
5085,65,1,-4
5086,39,1,5
5087,30,1,4
5088,4,1,-5
5089,57,1,-1
5090,63,1,1
5091,51,1,-5
5092,43,1,-2
5093,49,1,-3
5094,12,1,-3
5095,9,1,4
5096,18,1,-4
5097,30,1,3
5098,20,1,5
5099,44,1,3
5100,29,1,-1
5101,21,1,0
5102,20,1,-4
5103,33,1,4
5104,9,1,5
5105,43,1,5
5106,26,1,-4
5107,38,1,3
5108,37,1,-2
5109,63,1,2
5110,24,1,5
5111,22,1,-1
5112,47,1,-3
5113,31,1,-4
5114,54,1,-3
5115,1,1,0
5116,7,1,-5
5117,60,1,1
5118,16,1,-4
5119,13,1,-3
5120,8,1,-3
5121,24,1,0
5122,19,1,2
5123,10,1,-5
5124,3,1,-3
5125,62,1,3
5126,55,1,-3
5127,33,1,-5
5128,62,1,-1
5129,33,1,-4
5130,54,1,-3
5131,1,1,-3
5132,33,1,-4
5133,66,1,-5
5134,38,1,-1
5135,6,1,-1
5136,23,1,-4
5137,66,1,-1
5138,60,1,3
5139,52,1,-3
5140,16,1,5
5141,36,1,0
5142,17,1,5
5143,28,1,0
5144,22,1,-4
5145,14,1,3
5146,6,1,5
5147,64,1,-4
5148,8,1,-1
5149,47,1,0
5150,11,1,3
5151,41,1,-5
5152,35,1,-4
5153,46,1,0
5154,32,1,2
5155,66,1,-3
5156,12,1,5
5157,28,1,5
5158,15,1,5
5159,65,1,-5
5160,35,1,-2
5161,52,1,1
5162,1,1,3
5163,25,1,-1
5164,10,1,-3
5165,42,1,1
5166,44,1,-3
5167,54,1,1
5168,58,1,-5
5169,24,1,-1
5170,57,1,3
5171,7,1,5
5172,37,1,4
5173,12,1,5
5174,3,1,3
5175,10,1,0
5176,62,1,3
5177,41,1,4
5178,19,1,-2
5179,62,1,-5
5180,29,1,3
5181,59,1,2
5182,39,1,0
5183,1,1,5
5184,16,1,-5
5185,6,1,-5
5186,24,1,5
5187,11,1,5
5188,26,1,-1
5189,59,1,4
5190,31,1,-5
5191,66,1,-1
5192,22,1,5
5193,2,1,-1
5194,60,1,-4
5195,10,1,1
5196,42,1,2
5197,65,1,-5
5198,64,1,3
5199,41,1,-4
5200,25,1,5
5201,38,1,-4
5202,42,1,2
5203,50,1,1
5204,16,1,2
5205,1,1,-5
5206,32,1,5
5207,20,1,3
5208,29,1,0
5209,2,1,4
5210,15,1,3
5211,2,1,1
5212,38,1,2
5213,13,1,4
5214,42,1,2
5215,38,1,-1
5216,34,1,-2
5217,32,1,4
5218,15,1,4
5219,39,1,-4
5220,30,1,4
5221,38,1,3
5222,1,1,-5
5223,1,1,4
5224,5,1,0
5225,25,1,3
5226,26,1,3
5227,14,1,4
5228,60,1,1
5229,65,1,-4
5230,26,1,5
5231,62,1,-1
5232,27,1,5
5233,57,1,3
5234,56,1,-4
5235,32,1,5
5236,14,1,-2
5237,13,1,-1
5238,50,1,4
5239,46,1,0
5240,59,1,4
5241,54,1,1
5242,34,1,4
5243,11,1,-1
5244,41,1,5
5245,22,1,1
5246,18,1,1
5247,36,1,-1
5248,33,1,-5
5249,61,1,4
5250,21,1,-4
5251,60,1,0
5252,40,1,2
5253,57,1,2
5254,32,1,-4
5255,55,1,4
5256,2,1,0
5257,24,1,-5
5258,26,1,-5
5259,59,1,-4
5260,56,1,4
5261,4,1,4
5262,54,1,0
5263,52,1,5
5264,52,1,2
5265,28,1,-3
5266,42,1,1
5267,47,1,2
5268,66,1,4
5269,24,1,0
5270,43,1,2
5271,32,1,2
5272,20,1,-5
5273,16,1,1
5274,61,1,0
5275,37,1,-4
5276,50,1,-4
5277,21,1,4
5278,48,1,-2
5279,65,1,4
5280,3,1,1
5281,43,1,-5
5282,13,1,-3
5283,39,1,-2
5284,33,1,3
5285,63,1,1
5286,36,1,-2
5287,27,1,4
5288,3,1,-2
5289,52,1,5
5290,66,1,-3
5291,7,1,-2
5292,10,1,-4
5293,4,1,3
5294,26,1,-2
5295,22,1,-1
5296,6,1,2
5297,1,1,-5
5298,22,1,2
5299,5,1,-4
5300,62,1,-3
5301,8,1,-5
5302,8,1,0
5303,10,1,0
5304,9,1,0
5305,13,1,-1
5306,2,1,3
5307,18,1,-4
5308,37,1,4
5309,51,1,3
5310,3,1,0
5311,43,1,4
5312,21,1,4
5313,26,1,-1
5314,65,1,-2
5315,27,1,1
5316,11,1,1
5317,2,1,4
5318,21,1,-2
5319,4,1,-3
5320,19,1,4
5321,54,1,0
5322,43,1,3
5323,7,1,2
5324,59,1,0
5325,21,1,5
5326,43,1,2
5327,44,1,-1
5328,20,1,-5
5329,39,1,-2
5330,47,1,2
5331,4,1,-1
5332,9,1,-4
5333,30,1,-4
5334,3,1,4
5335,19,1,3
5336,57,1,1
5337,61,1,-2
5338,48,1,0
5339,12,1,-5
5340,47,1,0
5341,28,1,4
5342,12,1,1
5343,47,1,-1
5344,24,1,-2
5345,38,1,3
5346,65,1,2
5347,17,1,4
5348,29,1,-4
5349,18,1,-1
5350,60,1,-4
5351,21,1,1
5352,12,1,-4
5353,55,1,-4
5354,19,1,2
5355,54,1,-1
5356,39,1,0
5357,53,1,3
5358,58,1,-5
5359,23,1,3
5360,5,1,4
5361,18,1,-3
5362,18,1,-3
5363,23,1,-5
5364,14,1,0
5365,53,1,-5
5366,10,1,-5
5367,17,1,-3
5368,61,1,-5
5369,61,1,0
5370,13,1,4
5371,21,1,-4
5372,65,1,4
5373,37,1,-4
5374,6,1,5
5375,51,1,5
5376,61,1,-4
5377,43,1,2
5378,30,1,2
5379,66,1,-1
5380,59,1,-3
5381,7,1,-5
5382,6,1,2
5383,23,1,4
5384,35,1,-2
5385,27,1,2
5386,50,1,1
5387,36,1,-4
5388,38,1,3
5389,26,1,-4
5390,1,1,4
5391,7,1,0
5392,52,1,-4
5393,11,1,4
5394,37,1,0
5395,35,1,-3
5396,16,1,-4
5397,1,1,5
5398,14,1,-3
5399,18,1,3
5400,38,1,0
5401,26,1,-5
5402,54,1,5
5403,42,1,4
5404,16,1,-4
5405,21,1,2
5406,63,1,2
5407,20,1,-4
5408,6,1,1
5409,33,1,3
5410,24,1,-3
5411,22,1,1
5412,19,1,1
5413,18,1,-2
5414,8,1,-2
5415,37,1,4
5416,52,1,-5
5417,26,1,-1
5418,39,1,-1
5419,28,1,-5
5420,7,1,0
5421,8,1,-5
5422,41,1,-3
5423,65,1,0
5424,45,1,5
5425,21,1,-2
5426,3,1,-5
5427,55,1,2
5428,28,1,-1
5429,13,1,-3
5430,8,1,1
5431,40,1,-2
5432,1,1,3
5433,25,1,4
5434,44,1,3
5435,10,1,2
5436,10,1,-1
5437,24,1,-1
5438,37,1,-4
5439,13,1,-4
5440,47,1,2
5441,50,1,1
5442,24,1,-2
5443,63,1,-1
5444,63,1,5
5445,45,1,0
5446,28,1,-5
5447,40,1,-3
5448,35,1,-4
5449,25,1,-2
5450,64,1,3
5451,36,1,3
5452,4,1,2
5453,10,1,4
5454,62,1,2
5455,7,1,4
5456,53,1,3
5457,3,1,-2
5458,50,1,-1
5459,30,1,2
5460,3,1,-4
5461,8,1,-4
5462,62,1,0
5463,30,1,3
5464,5,1,5
5465,43,1,5
5466,27,1,-2
5467,23,1,-5
5468,5,1,-2
5469,37,1,2
5470,57,1,3
5471,50,1,4
5472,25,1,1
5473,26,1,-1
5474,25,1,-2
5475,56,1,-1
5476,3,1,-3
5477,31,1,-1
5478,26,1,-5
5479,48,1,0
5480,23,1,2
5481,42,1,-1
5482,41,1,-5
5483,24,1,-4
5484,10,1,-4
5485,25,1,-1
5486,19,1,2
5487,26,1,1
5488,15,1,-4
5489,54,1,3
5490,34,1,5
5491,65,1,-4
5492,10,1,2
5493,62,1,-4
5494,43,1,2
5495,64,1,1
5496,45,1,-3
5497,45,1,0
5498,22,1,3
5499,48,1,5
5500,33,1,3
5501,38,1,4
5502,3,1,-4
5503,65,1,-2
5504,35,1,-4
5505,21,1,0
5506,45,1,3
5507,5,1,1
5508,58,1,-4
5509,37,1,-2
5510,63,1,-5
5511,41,1,-4
5512,2,1,5
5513,40,1,-1
5514,16,1,-5
5515,54,1,2
5516,48,1,-3
5517,33,1,-3
5518,63,1,1
5519,30,1,-5
5520,13,1,-3
5521,21,1,1
5522,53,1,-3
5523,52,1,1
5524,5,1,2
5525,25,1,2
5526,52,1,-5
5527,7,1,5
5528,64,1,2
5529,60,1,2
5530,64,1,4
5531,46,1,-3
5532,16,1,2
5533,16,1,2
5534,3,1,-1
5535,34,1,-1
5536,11,1,1
5537,2,1,-2
5538,51,1,-1
5539,9,1,0
5540,14,1,-3
5541,13,1,-5
5542,59,1,2
5543,63,1,-1
5544,58,1,0
5545,27,1,-5
5546,2,1,3
5547,53,1,-4
5548,17,1,-5
5549,52,1,-3
5550,23,1,0
5551,32,1,4
5552,23,1,-5
5553,62,1,3
5554,30,1,-1
5555,27,1,0
5556,22,1,-4
5557,25,1,-1
5558,1,1,1
5559,9,1,0
5560,10,1,4
5561,12,1,3
5562,19,1,-2
5563,27,1,-4
5564,1,1,-1
5565,64,1,4
5566,65,1,2
5567,52,1,-4
5568,33,1,5
5569,44,1,-2
5570,39,1,1
5571,19,1,0
5572,56,1,0
5573,11,1,1
5574,45,1,2
5575,5,1,0
5576,36,1,-1
5577,8,1,5
5578,12,1,-3
5579,16,1,2
5580,59,1,0
5581,62,1,-1
5582,2,1,0
5583,11,1,-4
5584,23,1,3
5585,60,1,4
5586,24,1,-1
5587,31,1,2
5588,55,1,2
5589,21,1,2
5590,57,1,3
5591,20,1,-3
5592,45,1,-3
5593,50,1,-1
5594,57,1,-2
5595,5,1,-4
5596,38,1,-5
5597,53,1,2
5598,12,1,-5
5599,59,1,2
5600,56,1,-4
5601,35,1,1
5602,60,1,0
5603,17,1,-2
5604,9,1,2
5605,4,1,-4
5606,25,1,0
5607,40,1,0
5608,60,1,-1
5609,54,1,2
5610,64,1,3
5611,7,1,2
5612,14,1,1
5613,7,1,-5
5614,50,1,2
5615,33,1,-2
5616,15,1,3
5617,14,1,-5
5618,15,1,-1
5619,41,1,1
5620,41,1,4
5621,44,1,-2
5622,40,1,0
5623,19,1,-3
5624,56,1,-5
5625,55,1,-3
5626,20,1,3
5627,25,1,-1
5628,55,1,-5
5629,1,1,3
5630,63,1,4
5631,65,1,-2
5632,12,1,-5
5633,49,1,1
5634,66,1,-3
5635,61,1,-2
5636,52,1,-1
5637,40,1,-4
5638,20,1,-3
5639,12,1,4
5640,40,1,3
5641,39,1,-5
5642,53,1,-4
5643,41,1,1
5644,42,1,-3
5645,12,1,0
5646,19,1,-4
5647,57,1,-5
5648,52,1,4
5649,38,1,-5
5650,17,1,1
5651,45,1,4
5652,54,1,3
5653,40,1,3
5654,17,1,4
5655,21,1,-5
5656,18,1,2
5657,1,1,-5
5658,24,1,3
5659,34,1,5
5660,33,1,1
5661,24,1,5
5662,6,1,-2
5663,2,1,4
5664,53,1,1
5665,22,1,1
5666,42,1,-1
5667,21,1,-1
5668,61,1,5
5669,56,1,-5
5670,59,1,-1
5671,42,1,3
5672,30,1,4
5673,39,1,5
5674,59,1,5
5675,19,1,1
5676,32,1,-5
5677,23,1,-3
5678,66,1,1
5679,23,1,-1
5680,51,1,0
5681,9,1,-1
5682,43,1,3
5683,66,1,1
5684,38,1,-5
5685,2,1,-2
5686,9,1,-3
5687,34,1,-3
5688,40,1,1
5689,47,1,2
5690,47,1,3
5691,16,1,-3
5692,24,1,3
5693,41,1,3
5694,26,1,-5
5695,5,1,-4
5696,44,1,-3
5697,38,1,5
5698,39,1,5
5699,52,1,-5
5700,30,1,-1
5701,48,1,-3
5702,60,1,-4
5703,10,1,4
5704,4,1,-4
5705,55,1,-5
5706,11,1,5
5707,22,1,2
5708,36,1,5
5709,4,1,4
5710,9,1,-4
5711,63,1,-5
5712,57,1,0
5713,31,1,4
5714,56,1,2
5715,49,1,-3
5716,20,1,-4
5717,40,1,3
5718,9,1,3
5719,1,1,-2
5720,27,1,0
5721,13,1,4
5722,63,1,2
5723,32,1,-2
5724,55,1,3
5725,32,1,5
5726,29,1,5
5727,65,1,3
5728,45,1,-4
5729,42,1,-2
5730,3,1,4
5731,24,1,2
5732,25,1,-1
5733,37,1,-2
5734,1,1,5
5735,42,1,4
5736,56,1,1
5737,56,1,4
5738,32,1,2
5739,60,1,1
5740,13,1,2
5741,5,1,2
5742,6,1,3
5743,43,1,-3
5744,12,1,3
5745,11,1,-2
5746,17,1,4
5747,4,1,-5
5748,58,1,-3
5749,51,1,-2
5750,59,1,0
5751,63,1,2
5752,10,1,3
5753,9,1,-2
5754,16,1,2
5755,41,1,5
5756,51,1,5
5757,19,1,2
5758,49,1,1
5759,11,1,-3
5760,56,1,5
5761,26,1,-2
5762,11,1,-4
5763,26,1,-4
5764,40,1,5
5765,17,1,-4
5766,22,1,0
5767,4,1,5
5768,33,1,-4
5769,63,1,2
5770,48,1,5
5771,28,1,-1
5772,26,1,4
5773,17,1,5
5774,50,1,0
5775,56,1,3
5776,23,1,-5
5777,50,1,-5
5778,62,1,5
5779,52,1,3
5780,65,1,4
5781,3,1,-2
5782,47,1,5
5783,64,1,4
5784,20,1,-1
5785,34,1,-5
5786,10,1,-3
5787,35,1,3
5788,45,1,4
5789,18,1,-2
5790,57,1,0
5791,38,1,-4
5792,25,1,5
5793,31,1,5
5794,3,1,-1
5795,36,1,0
5796,38,1,-1
5797,25,1,-5
5798,41,1,2
5799,58,1,-5
5800,14,1,3
5801,62,1,3
5802,10,1,5
5803,58,1,-4
5804,20,1,-2
5805,30,1,-1
5806,11,1,3
5807,34,1,-5
5808,54,1,0
5809,57,1,0
5810,34,1,-2
5811,28,1,1
5812,58,1,-2
5813,48,1,-4
5814,48,1,-1
5815,31,1,-2
5816,18,1,-1
5817,3,1,5
5818,53,1,-4
5819,55,1,5
5820,39,1,5
5821,40,1,1
5822,46,1,-1
5823,5,1,0
5824,1,1,0
5825,51,1,-1
5826,65,1,1
5827,58,1,3
5828,63,1,0
5829,29,1,4
5830,42,1,-2
5831,61,1,-5
5832,54,1,-5
5833,31,1,0
5834,25,1,-5
5835,36,1,-2
5836,46,1,-1
5837,17,1,-2
5838,55,1,-5
5839,21,1,-1
5840,41,1,0
5841,6,1,-5
5842,1,1,1
5843,27,1,0
5844,52,1,-1
5845,3,1,-2
5846,33,1,-5
5847,23,1,0
5848,42,1,2
5849,61,1,-1
5850,10,1,-4
5851,49,1,-2
5852,40,1,3
5853,22,1,-5
5854,9,1,0
5855,64,1,-3
5856,18,1,-1
5857,11,1,4
5858,58,1,3
5859,6,1,-3
5860,13,1,-5
5861,49,1,5
5862,16,1,5
5863,51,1,4
5864,13,1,1
5865,54,1,0
5866,55,1,-3
5867,58,1,2
5868,32,1,3
5869,22,1,-1
5870,10,1,2
5871,63,1,2
5872,55,1,5
5873,56,1,4
5874,5,1,2
5875,2,1,5
5876,57,1,0
5877,55,1,4
5878,37,1,0
5879,29,1,-2
5880,31,1,-2
5881,38,1,0
5882,61,1,-4
5883,62,1,4
5884,60,1,3
5885,3,1,5
5886,33,1,0
5887,5,1,3
5888,15,1,0
5889,39,1,-3
5890,37,1,-5
5891,62,1,-1
5892,48,1,-2
5893,46,1,3
5894,15,1,2
5895,22,1,-1
5896,11,1,0
5897,37,1,4
5898,7,1,3
5899,12,1,2
5900,5,1,4
5901,13,1,3
5902,46,1,-4
5903,33,1,0
5904,42,1,-1
5905,11,1,-1
5906,20,1,5
5907,23,1,-1
5908,4,1,4
5909,64,1,4
5910,44,1,-3
5911,46,1,-2
5912,54,1,2
5913,62,1,-3
5914,7,1,3
5915,1,1,2
5916,20,1,-5
5917,39,1,1
5918,34,1,4
5919,38,1,-1
5920,2,1,-4
5921,43,1,0
5922,22,1,-4
5923,62,1,1
5924,8,1,4
5925,43,1,1
5926,1,1,-1
5927,62,1,3
5928,47,1,2
5929,2,1,1
5930,64,1,1
5931,64,1,4
5932,45,1,-4
5933,25,1,-3
5934,62,1,2
5935,34,1,1
5936,55,1,3
5937,13,1,4
5938,34,1,-5
5939,5,1,-1
5940,1,1,-3
5941,31,1,0
5942,26,1,2
5943,6,1,5
5944,12,1,3
5945,2,1,-5
5946,44,1,-4
5947,19,1,-2
5948,11,1,4
5949,9,1,0
5950,34,1,4
5951,57,1,4
5952,20,1,-2
5953,40,1,-4
5954,64,1,2
5955,61,1,4
5956,11,1,-5
5957,45,1,-5
5958,32,1,-4
5959,4,1,2
5960,21,1,4
5961,4,1,-4
5962,44,1,0
5963,30,1,-3
5964,8,1,-5
5965,38,1,3
5966,38,1,-5
5967,21,1,-5
5968,30,1,-1
5969,19,1,2
5970,10,1,-5
5971,61,1,2
5972,61,1,-1
5973,15,1,-4
5974,57,1,-5
5975,8,1,-3
5976,30,1,2
5977,4,1,-4
5978,32,1,2
5979,55,1,-3
5980,42,1,2
5981,58,1,-4
5982,65,1,3
5983,17,1,-5
5984,63,1,1
5985,54,1,1
5986,6,1,-5
5987,46,1,0
5988,51,1,-4
5989,66,1,-4
5990,53,1,4
5991,65,1,4
5992,46,1,-3
5993,9,1,-4
5994,9,1,-4
5995,60,1,-5
5996,65,1,-2
5997,43,1,4
5998,3,1,5
5999,49,1,-2
6000,3,1,-2
6001,30,1,3
6002,16,1,0
6003,38,1,-3
6004,55,1,1
6005,44,1,3
6006,14,1,-4
6007,42,1,1
6008,18,1,-4
6009,6,1,4
6010,51,1,3
6011,13,1,5
6012,42,1,-3
6013,12,1,4
6014,65,1,4
6015,54,1,5
6016,25,1,-2
6017,48,1,-4
6018,9,1,4
